Title,URL,Creator,Journal,Year,Citations
Kajian Potensi Gua Pandan sebagai Objek Geowisata Lampung Timur,https://scholar.google.com/scholar?q=+intitle:'Kajian Potensi Gua Pandan sebagai Objek Geowisata Lampung Timur',Tidak ditemukan,"Jurnal Riset Fisika Indonesia 3 (1), 25-31, 2022",2022,5
Identifikasi Akuifer Air Tanah dan Edukasi Kualitas Air Bersih di Kelurahan Sukadanaham Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Identifikasi Akuifer Air Tanah dan Edukasi Kualitas Air Bersih di Kelurahan Sukadanaham Bandar Lampung',Tidak ditemukan,"Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan 6 (3), 206-209, 2022",2022,2
"Evaluasi Stabilitas Lereng Dan Mitigasi Longsor di Kelurahan Pidada, Kecamatan Panjang, Kota Bandar Lampung","https://scholar.google.com/scholar?q=+intitle:'Evaluasi Stabilitas Lereng Dan Mitigasi Longsor di Kelurahan Pidada, Kecamatan Panjang, Kota Bandar Lampung'",Tidak ditemukan,"Jurnal Profesi Insinyur Universitas Lampung 3 (1), 10-14, 2022",2022,0
"Comparison of The Electrode Configuration of The Resistivity Geoelectric Method for Landslide Analysis on Highway Suban, Bandar Lampung: Analisis Kelongsoran dengan Metode …","https://scholar.google.com/scholar?q=+intitle:'Comparison of The Electrode Configuration of The Resistivity Geoelectric Method for Landslide Analysis on Highway Suban, Bandar Lampung: Analisis Kelongsoran dengan Metode …'",Tidak ditemukan,"Jurnal Geocelebes, 108–116-108–116, 2022",2022,1
"Identification of the Semangko Fault in Sumatra, Indonesia, based on gradient gravity data analysis","https://scholar.google.com/scholar?q=+intitle:'Identification of the Semangko Fault in Sumatra, Indonesia, based on gradient gravity data analysis'",Tidak ditemukan,"Songklanakarin Journal Science dan Technologi 44 (6), 1503-1509, 2022",2022,3
"A geoelectrical study of aquifers in the Natar Region, South Lampung","https://scholar.google.com/scholar?q=+intitle:'A geoelectrical study of aquifers in the Natar Region, South Lampung'",Tidak ditemukan,"Journal of Engineering and Scientific Research 4 (2), 84-87, 2022",2022,1
Analisis Kelongsoran dengan Metode Geolistrik Konfigurasi Wenner-Schlumberger dan Wenner-Alpha di Jalan Raya Suban Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Analisis Kelongsoran dengan Metode Geolistrik Konfigurasi Wenner-Schlumberger dan Wenner-Alpha di Jalan Raya Suban Bandar Lampung',Tidak ditemukan,"Jurnal Geocelebes 6 (2), 108-116, 2022",2022,6
"Identification of the Semangko Fault in Sumatra, Indonesia, based on gradient gravity data analysis.","https://scholar.google.com/scholar?q=+intitle:'Identification of the Semangko Fault in Sumatra, Indonesia, based on gradient gravity data analysis.'",Tidak ditemukan,"Songklanakarin Journal of Science & Technology 44 (6), 2022",2022,3
Analisis Usaha Menggunakan Teori Sustainable Family Business,https://scholar.google.com/scholar?q=+intitle:'Analisis Usaha Menggunakan Teori Sustainable Family Business',Tidak ditemukan,"Jurnal Kompetitif Bisnis 1 (8), 11-11, 2022",2022,1
Identifikasi Kompetensi Customer Service Pada Bank Perkreditan Rakyat Dengan Metode Job Competency Assesment (Jca),https://scholar.google.com/scholar?q=+intitle:'Identifikasi Kompetensi Customer Service Pada Bank Perkreditan Rakyat Dengan Metode Job Competency Assesment (Jca)',Tidak ditemukan,"Jurnal Perspektif Bisnis 5 (1), 32-41, 2022",2022,1
MODEL BISNIS TAMBAK UDANG VANAMIE EKSLUSIF,https://scholar.google.com/scholar?q=+intitle:'MODEL BISNIS TAMBAK UDANG VANAMIE EKSLUSIF',Tidak ditemukan,"Jurnal Perikanan Unram 12 (1), 80-85, 2022",2022,0
Analysis of factors affecting the level of the human development index,https://scholar.google.com/scholar?q=+intitle:'Analysis of factors affecting the level of the human development index',Tidak ditemukan,,2022,7
Edukasi Upaya Pencegahan Gangguan Kesehatan Mata di Rumah Sakit Harapan Bunda Kabupaten Lampung Tengah,https://scholar.google.com/scholar?q=+intitle:'Edukasi Upaya Pencegahan Gangguan Kesehatan Mata di Rumah Sakit Harapan Bunda Kabupaten Lampung Tengah',Tidak ditemukan,"JPM (Jurnal Pengabdian Masyakat) Ruwa Jurai 7 (2), 97-99, 2022",2022,10
Perbandingan Daya Proteksi Ekstrak Daun Kopi Dengan Ekstrak Kulit Buah Kopi Robusta (Coffea canephora) Sebagai Repelan Nyamuk Aedes aegypti,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Daya Proteksi Ekstrak Daun Kopi Dengan Ekstrak Kulit Buah Kopi Robusta (Coffea canephora) Sebagai Repelan Nyamuk Aedes aegypti',Tidak ditemukan,"Prosiding Seminar Nasional Sains, Matematika, Informatika dan Aplikasinya 5 (2), 2022",2022,2
Terapi farmakologis preeklampsia pada ibu hamil,https://scholar.google.com/scholar?q=+intitle:'Terapi farmakologis preeklampsia pada ibu hamil',Tidak ditemukan,"Jurnal Agromedicine 8 (2), 2022",2022,10
Prosedur Manchester Fothergill Sebagai Tatalaksana Elongasi Colli Uteri,https://scholar.google.com/scholar?q=+intitle:'Prosedur Manchester Fothergill Sebagai Tatalaksana Elongasi Colli Uteri',Tidak ditemukan,"Jurnal Kedokteran Universitas Lampung 6 (1), 21-24, 2022",2022,0
Persalinan Preterm Pada Kehamilan Remaja,https://scholar.google.com/scholar?q=+intitle:'Persalinan Preterm Pada Kehamilan Remaja',Tidak ditemukan,"Jurnal Penelitian Perawat Profesional 4 (4), 1135-1142, 2022",2022,6
Wanita G1P0A0 Hamil 39 Minggu dengan Atrial Septal Defect dan Infertilitas Primer 6 tahun,https://scholar.google.com/scholar?q=+intitle:'Wanita G1P0A0 Hamil 39 Minggu dengan Atrial Septal Defect dan Infertilitas Primer 6 tahun',Tidak ditemukan,"MEDULA, medicalprofession journal of lampung university vol 12 no 3 12 (3), 2022",2022,0
COVID-19 dan Dampak yang Ditimbulkan pada Kehamilan,https://scholar.google.com/scholar?q=+intitle:'COVID-19 dan Dampak yang Ditimbulkan pada Kehamilan',Tidak ditemukan,"Jurnal Kesmas Jambi 6 (1), 15-22, 2022",2022,8
Promosi Praktik Pemberian Makan Bayi dan Anak (PMBA) Melalui Penyuluhan Meal Planning,https://scholar.google.com/scholar?q=+intitle:'Promosi Praktik Pemberian Makan Bayi dan Anak (PMBA) Melalui Penyuluhan Meal Planning',Tidak ditemukan,"Prosiding Seminar Nasional ADPI Mengabdi Untuk Negeri 2 (2), 72-77, 2022",2022,0
Penyuluhan Mengenai Indikasi dan Kotraindikasi Pemasangan Kontrasepsi IUD (Intra Uterine Device) Wanita Usia Subur Pada Program Mobil Layanan KB Kecamatan Panjang BKKBN Kota …,https://scholar.google.com/scholar?q=+intitle:'Penyuluhan Mengenai Indikasi dan Kotraindikasi Pemasangan Kontrasepsi IUD (Intra Uterine Device) Wanita Usia Subur Pada Program Mobil Layanan KB Kecamatan Panjang BKKBN Kota …',Tidak ditemukan,"JPM (Jurnal Pengabdian Masyakat) Ruwa Jurai 6 (1), 33-36, 2022",2022,0
Result Representation of Congenital Hypothyroid Screening (CHS) Based on Area Topography in Bandar Lampung City in May-October 2019,https://scholar.google.com/scholar?q=+intitle:'Result Representation of Congenital Hypothyroid Screening (CHS) Based on Area Topography in Bandar Lampung City in May-October 2019',Tidak ditemukan,"Review of Primary Care Practice and Education (Kajian Praktik dan Pendidikan …, 2022",2022,1
"BAGAIMANAKAH PEREKONOMIAN ANTAR KABUPATEN/KOTA DI PROVINSI LAMPUNG, KONVERGEN ATAU DIVERGEN?","https://scholar.google.com/scholar?q=+intitle:'BAGAIMANAKAH PEREKONOMIAN ANTAR KABUPATEN/KOTA DI PROVINSI LAMPUNG, KONVERGEN ATAU DIVERGEN?'",Tidak ditemukan,"Inovasi Pembangunan: Jurnal Kelitbangan 10 (01), 67-80, 2022",2022,3
Spatial Autocolleration and Economic Convergence in Lampung Province,https://scholar.google.com/scholar?q=+intitle:'Spatial Autocolleration and Economic Convergence in Lampung Province',Tidak ditemukan,"JEJAK: Jurnal Ekonomi dan Kebijakan 15 (1), 29-43, 2022",2022,2
DETERMINANTS OF POVERTY IN 10 PROVINCES IN SUMATRA ISLAND,https://scholar.google.com/scholar?q=+intitle:'DETERMINANTS OF POVERTY IN 10 PROVINCES IN SUMATRA ISLAND',Tidak ditemukan,"International Journal of Economics, Business and Accounting Research (IJEBAR …, 2022",2022,0
Estimasi Nilai Ekonomi Objek Wisata Pantai Sebalang Di Kabupaten Lampung Selatan Dengan Pendekatan Travel Cost Method,https://scholar.google.com/scholar?q=+intitle:'Estimasi Nilai Ekonomi Objek Wisata Pantai Sebalang Di Kabupaten Lampung Selatan Dengan Pendekatan Travel Cost Method',Tidak ditemukan,"BULLET: Jurnal Multidisiplin Ilmu 1 (06), 1081-1094, 2022",2022,2
The Effect of Total International Tourism Expenditure and Total Investment in The Tourism Sector on GDP of Asean Countries,https://scholar.google.com/scholar?q=+intitle:'The Effect of Total International Tourism Expenditure and Total Investment in The Tourism Sector on GDP of Asean Countries',Tidak ditemukan,"International Journal of Economics, Business and Accounting Research (IJEBAR …, 2022",2022,3
Remitansi dan pertumbuhan ekonomi: studi empiris di 5 Negara ASEAN,https://scholar.google.com/scholar?q=+intitle:'Remitansi dan pertumbuhan ekonomi: studi empiris di 5 Negara ASEAN',Tidak ditemukan,"REVENUE: Jurnal Manajemen Bisnis Islam 3 (2), 251-272, 2022",2022,6
"BAGAIMANAKAH PEREKONOMIAN ANTAR KABUPATEN/KOTA DI PROVINSI LAMPUNG, KONVERGEN ATAU DIVERGEN? HOW IS THE ECONOMY BETWEEN DISTRICT/CITY IN LAMPUNG PROVINCE, CONVERGENT OR DIVERGENT?","https://scholar.google.com/scholar?q=+intitle:'BAGAIMANAKAH PEREKONOMIAN ANTAR KABUPATEN/KOTA DI PROVINSI LAMPUNG, KONVERGEN ATAU DIVERGEN? HOW IS THE ECONOMY BETWEEN DISTRICT/CITY IN LAMPUNG PROVINCE, CONVERGENT OR DIVERGENT?'",Tidak ditemukan,,2022,0
"Bagaimanakah perekonomian antar kabupaten/kota di provinsi lampung, konvergen atau divergen","https://scholar.google.com/scholar?q=+intitle:'Bagaimanakah perekonomian antar kabupaten/kota di provinsi lampung, konvergen atau divergen'",Tidak ditemukan,"Inovasi Pembangunan: Jurnal Kelitbangan 10 (01), 67-80, 2022",2022,3
Hukum Internasional,https://scholar.google.com/scholar?q=+intitle:'Hukum Internasional',Tidak ditemukan,"Muhtadi. 1st ed. Bandar Lampung: Pusat Kajian Konstitusi dan Perundang …, 2022",2022,11
Analisis kemampuan literasi matematis siswa dalam online learning pada masa pandemi Covid-19,https://scholar.google.com/scholar?q=+intitle:'Analisis kemampuan literasi matematis siswa dalam online learning pada masa pandemi Covid-19',Tidak ditemukan,"INOMATIKA 4 (1), 31-44, 2022",2022,12
Students' Mathematical Disposition with Blended Learning in Post Covid-19,https://scholar.google.com/scholar?q=+intitle:'Students' Mathematical Disposition with Blended Learning in Post Covid-19',Tidak ditemukan,"INOMATIKA 4 (2), 144-154, 2022",2022,1
Kurikulum Pendidikan Karakter,https://scholar.google.com/scholar?q=+intitle:'Kurikulum Pendidikan Karakter',Tidak ditemukan,"CV. AZKA PUSTAKA, 2022",2022,1
Utilization of Chicken Harvest as a Community Economic Improvement in the Covid-19 Pandemic,https://scholar.google.com/scholar?q=+intitle:'Utilization of Chicken Harvest as a Community Economic Improvement in the Covid-19 Pandemic',Tidak ditemukan,"Smart Society: Community Service and Empowerment Journal 2 (2), 47-54, 2022",2022,0
Smart Society: Community Service and Empowerment Journal,https://scholar.google.com/scholar?q=+intitle:'Smart Society: Community Service and Empowerment Journal',Tidak ditemukan,,2022,0
"Analisis Kemampuan Literasi Matematis Siswa dalam Online Learning pada Masa Pandemi Covid-19. Inomatika, 4 (1), 31–44","https://scholar.google.com/scholar?q=+intitle:'Analisis Kemampuan Literasi Matematis Siswa dalam Online Learning pada Masa Pandemi Covid-19. Inomatika, 4 (1), 31–44'",Tidak ditemukan,,2022,7
Front Matter Vol. 9 No. 2 Oktober 2021,https://scholar.google.com/scholar?q=+intitle:'Front Matter Vol. 9 No. 2 Oktober 2021',Tidak ditemukan,"Pedagogi: Jurnal Pendidikan Dasar 9 (2), 2022",2022,0
Pengaruh Kebiasaan Bermain Game Online terhadap Keterampilan Berpikir Kritis Peserta Didik Kelas Tinggi Sekolah Dasar,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kebiasaan Bermain Game Online terhadap Keterampilan Berpikir Kritis Peserta Didik Kelas Tinggi Sekolah Dasar',Tidak ditemukan,"Fakultas Keguruan dan Ilmu Pendidikan, 2022",2022,1
"Sekolah Efektif, Learning Organization, dan Kepemimpinan Kepala Sekolah","https://scholar.google.com/scholar?q=+intitle:'Sekolah Efektif, Learning Organization, dan Kepemimpinan Kepala Sekolah'",Tidak ditemukan,"Jurnal Obsesi: Jurnal Pendidikan Anak Usia Dini 6 (3), 1873-1880, 2022",2022,0
The Impact of STEM Activities on Computational Thinking Skills: A Case of Pre-Service Elementary School Teachers in Universitas Lampung,https://scholar.google.com/scholar?q=+intitle:'The Impact of STEM Activities on Computational Thinking Skills: A Case of Pre-Service Elementary School Teachers in Universitas Lampung',Tidak ditemukan,"Jurnal Pendidikan MIPA 23 (2), 733-739, 2022",2022,3
"Implementasi Metode Pembelajaran Sistem Rotasiuntuk Meningkatkan Karakter dan Ketuntasan Belajar (Home Visit, dan Tatap Muka di Sekolah)","https://scholar.google.com/scholar?q=+intitle:'Implementasi Metode Pembelajaran Sistem Rotasiuntuk Meningkatkan Karakter dan Ketuntasan Belajar (Home Visit, dan Tatap Muka di Sekolah)'",Tidak ditemukan,"Arus Jurnal Pendidikan (AJUP) 2 (3), 227-232, 2022",2022,0
Integration of STEM education in history learning,https://scholar.google.com/scholar?q=+intitle:'Integration of STEM education in history learning',Tidak ditemukan,"International Journal of Evaluation and Research in Education 11 (1), 313-320, 2022",2022,19
KEARIFAN LOKAL MEGOU PA’SEBAGAI PREVENTIF KEHAMILAN DILUAR NIKAH PADA MASYARAKAT TULANG BAWANG,https://scholar.google.com/scholar?q=+intitle:'KEARIFAN LOKAL MEGOU PA’SEBAGAI PREVENTIF KEHAMILAN DILUAR NIKAH PADA MASYARAKAT TULANG BAWANG',Tidak ditemukan,"Jurnal Artefak 9 (1), 61-70, 2022",2022,0
Pendidikan karakter melalui tradisi ngebuyu sebagai kearifan lokal masyarakat Lampung pesisir,https://scholar.google.com/scholar?q=+intitle:'Pendidikan karakter melalui tradisi ngebuyu sebagai kearifan lokal masyarakat Lampung pesisir',Tidak ditemukan,"Kaganga: Jurnal Pendidikan Sejarah dan Riset Sosial Humaniora 5 (1), 88-99, 2022",2022,9
FILSAFAT SEJARAH,https://scholar.google.com/scholar?q=+intitle:'FILSAFAT SEJARAH',Tidak ditemukan,"Penerbit Lakeisha, 2022",2022,1
The Gait of Islamic Unions in the Political Stage of the National Movement,https://scholar.google.com/scholar?q=+intitle:'The Gait of Islamic Unions in the Political Stage of the National Movement',Tidak ditemukan,"Riwayat: Educational Journal of History and Humanities 5 (2), 269-275, 2022",2022,115
PERANAN KH. NUR MUHAMMAD BUSTHAMIL KARIM TERHADAP PENYEBARAN TAREKAT QODIRIYAH NAQSYABANDIYAH DI PADANG RATU LAMPUNG TENGAH TAHUN 1962-1978,https://scholar.google.com/scholar?q=+intitle:'PERANAN KH. NUR MUHAMMAD BUSTHAMIL KARIM TERHADAP PENYEBARAN TAREKAT QODIRIYAH NAQSYABANDIYAH DI PADANG RATU LAMPUNG TENGAH TAHUN 1962-1978',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2022",2022,0
Penggunaan Tutur di Kalangan Remaja Suku Jawa dalam Berkomunikasi di Desa Pelita Jaya Kecamatan Belitang Madang Raya Kabupaten OKU Timur Tahun 1984-2019,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Tutur di Kalangan Remaja Suku Jawa dalam Berkomunikasi di Desa Pelita Jaya Kecamatan Belitang Madang Raya Kabupaten OKU Timur Tahun 1984-2019',Tidak ditemukan,"Journal of Social Science Education 3 (1), 51-63, 2022",2022,0
NILAI-NILAI HUKUM ADAT MEGOW PAK SEBAGAI EDUKASI PREVENTIF KEJAHATAN BEGAL DI IBU KOTA KABUPATEN TULANG BAWANG,https://scholar.google.com/scholar?q=+intitle:'NILAI-NILAI HUKUM ADAT MEGOW PAK SEBAGAI EDUKASI PREVENTIF KEJAHATAN BEGAL DI IBU KOTA KABUPATEN TULANG BAWANG',Tidak ditemukan,"FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN, 2022",2022,0
PESTISIDA ORGANIK SEBAGAI ALTERNATIF PESTISIDA KIMIA MELALUI PEMANFAATAN LIMBAH KULIT BAWANG MERAH DAN BAWANG PUTIH,https://scholar.google.com/scholar?q=+intitle:'PESTISIDA ORGANIK SEBAGAI ALTERNATIF PESTISIDA KIMIA MELALUI PEMANFAATAN LIMBAH KULIT BAWANG MERAH DAN BAWANG PUTIH',Tidak ditemukan,"BUGUH: JURNAL PENGABDIAN KEPADA MASYARAKAT 2 (3), 16-23, 2022",2022,3
Pembinaan Kegiatan Ekstrakurikuler Pramuka Dalam Mengembangkan Sikap Nasionalisme Siswa Kelas X Di Smk Ma’arif 1 Semaka Kec. Semaka Kab. Tanggamus Tahun Ajaran 2021/2022,https://scholar.google.com/scholar?q=+intitle:'Pembinaan Kegiatan Ekstrakurikuler Pramuka Dalam Mengembangkan Sikap Nasionalisme Siswa Kelas X Di Smk Ma’arif 1 Semaka Kec. Semaka Kab. Tanggamus Tahun Ajaran 2021/2022',Tidak ditemukan,"Pembinaan Kegiatan Ekstrakurikuler Pramuka Dalam Mengembangkan Sikap …, 2022",2022,0
"Nilai-nilai Religius Dalam Kesenian Janengan di Pekon Bumiratu, Kecamatan Pringsewu, Kabupaten Pringsewu","https://scholar.google.com/scholar?q=+intitle:'Nilai-nilai Religius Dalam Kesenian Janengan di Pekon Bumiratu, Kecamatan Pringsewu, Kabupaten Pringsewu'",Tidak ditemukan,"Nilai-nilai Religius Dalam Kesenian Janengan di Pekon Bumiratu, Kecamatan …, 2022",2022,0
TRADISI NGAKKEN ANAK PADA HUKUM ADAT MEGOU PAK TULANG BAWANG,https://scholar.google.com/scholar?q=+intitle:'TRADISI NGAKKEN ANAK PADA HUKUM ADAT MEGOU PAK TULANG BAWANG',Tidak ditemukan,"Tradisi Ngakken Anak Pada Hukum Adat Megou Pak Tulang Bawang, 251-260, 2022",2022,0
Lary: Inovasi Media Pembelajaran Sejarah Berbasis Pahlawan Lokal Lampung Sebagai Upaya Pengintegrasian Pendidikan Karakter bagi Generasi Emas,https://scholar.google.com/scholar?q=+intitle:'Lary: Inovasi Media Pembelajaran Sejarah Berbasis Pahlawan Lokal Lampung Sebagai Upaya Pengintegrasian Pendidikan Karakter bagi Generasi Emas',Tidak ditemukan,"Keraton: Journal of History Education and Culture 4 (2), 44-54, 2022",2022,5
